seller_id,order_count,avg_processing_time,avg_delivery_days,total_sales,prediction
5Ar89MgcMBkf,1,1.0,7.0,26.91,2
5CWsML1OpXsm,64,0.125,7.5625,7205.37,1
5FAQ2DFjXxv9,7,0.0,4.714285714285714,927.28,2
5FvGdji6skxT,832,0.4675480769230769,6.455528846153846,633769.5,1
5Gg5pN4FYKlc,1,0.0,10.0,107.53,2
5GwbKiUEmaYY,7,0.0,5.285714285714286,2199.78,0
5Gy7uhHc7ere,5,0.2,8.4,569.92,1
5Ig5GP65GEXO,9,0.3333333333333333,8.666666666666666,179.1,1
5IpSxnKVJPkj,52,0.0,6.096153846153846,9928.4,1
5IurHypQKH43,1,0.0,9.0,820.05,1
5Ja2lH0N2OZt,632,0.0949367088607595,6.287974683544304,379422.55999999994,0
5MRK3sOZLRqs,4,0.0,6.5,464.44,1
5PPSa4BKuN4P,5,0.4,5.4,1365.12,0
5TrVV812wZ9a,60,0.25,6.5,93387.54,1
5Tuxay3bG3t7,8,0.125,7.375,2796.64,0
5UXegtTbMc0Y,1,0.0,6.0,4099.99,1
5YpZRhwM0e0V,70,0.12857142857142856,7.1571428571428575,33225.01,0
5adD8cqHvem2,1,0.0,5.0,188.8,2
5elnJdwvGA8Z,4,0.0,8.0,13599.96,1
5huq3aNa0gLw,1,0.0,5.0,217.91,0
5iSGJ4lNi64X,41,0.2926829268292683,6.414634146341464,3825.3599999999997,0
5jmVaCDVvTba,50,0.22,6.98,9569.72,1
5ogCnwzSomBT,9,0.3333333333333333,5.222222222222222,1774.99,2
5ot6CXSR4FzY,4,0.5,5.0,172.84,0
5tQfyxXnas9h,10,0.0,7.2,2865.4,0
5vafBVVEdnjw,8,0.125,7.75,1414.55,1
5wnoHfXKSv4m,29,0.034482758620689655,8.931034482758621,11501.92,0
5zRxM0U0Jjbx,1,0.0,5.0,3399.99,1
5zc6Bn39myou,4,0.0,8.5,1596.8,1
5zddfltaxViQ,1,0.0,7.0,195.65,0
60CZvBJuXsud,3,0.0,4.0,1568.48,1
65TjpIR9qU7h,5,0.0,4.2,133.32,0
66O92FkKsKzb,32,0.0,5.5625,3913.3599999999997,0
67q38x7OSuqQ,5,0.0,7.8,1200.97,0
6Egd4mYX3O2T,2,0.0,6.0,789.05,1
6F1OutNfSmRE,29,0.3448275862068966,8.03448275862069,12336.04,0
6Gng42ur2tEg,1,0.0,3.0,346.99,1
6Gon9nN29mqW,25,0.2,6.4,1374.5,0
6I6UyIQ3BsB8,12,0.8333333333333334,7.333333333333333,6461.61,0
6JKxHTjywSkQ,1,0.0,6.0,66.3,0
6JPlPJWfcoxj,2,0.0,10.0,150.5,0
