seller_id,performance,performance_score,order_count,total_sales,avg_order_value,avg_processing_time,avg_delivery_days,prediction,on_time_delivery_rate,shipping_ratio
iI0tllyqGpka,High,62.72,16,1194.4,74.65,0.1386892361111111,5.638689236111111,0,100.0,34.97990622906899
xgxPQpfvnZtn,High,52.99,6,1191.0,198.5,0.4294984567901234,3.7628317901234567,0,100.0,41.188916876574304
kLYKxlsghmPL,High,53.61,2,1172.23,586.115,0.2251041666666666,6.225104166666666,0,100.0,7.734830195439462
YMfpkilY8M8P,High,59.0,1,1159.0,1159.0,0.0085763888888888,3.008576388888889,0,100.0,0.9508196721311476
2IRnDdooRzAF,High,56.33,5,1156.35,231.27000000000004,0.2519537037037037,5.651953703703704,0,100.0,9.100185929865527
y4bwFO9GNamm,High,60.35,1,1149.65,1149.65,0.0066666666666666,3.006666666666667,0,100.0,1.1812290697168704
QHwgsHhlu8zU,High,57.21,5,1142.39,228.478,0.2061203703703704,5.00612037037037,0,100.0,8.553996446047321
vRdYN1O3TVgG,High,57.66,17,1141.13,67.12529411764706,0.3703948801742919,4.84098311546841,0,100.0,40.15843944160613
ZnWW0l6xqkcI,High,58.39,5,1118.92,223.784,0.1381944444444444,4.738194444444444,0,100.0,48.123190219139886
qflTn4ddlutm,High,55.97,4,1111.2,277.8,0.2084722222222222,4.208472222222222,0,100.0,10.37077033837293
2WlVV7z7T4jS,High,62.63,3,1057.71,352.57,0.0092129629629629,7.009212962962963,0,100.0,5.743540289871515
Dh93QLIKSHCg,High,60.68,2,1055.46,527.73,0.0099074074074074,6.009907407407408,0,100.0,9.103139863187614
d8cgJZqYhwao,High,55.03,3,1054.0,351.3333333333333,0.1958834876543209,3.1958834876543207,0,100.0,18.67931688804554
vz55QODTJGmn,High,58.13,2,1027.8,513.9,0.0174074074074074,3.0174074074074078,0,100.0,11.938120256859312
3saCm8JsQUeq,High,50.26,5,1018.91,203.782,0.4931828703703703,5.893182870370371,0,100.0,24.158169023760685
r3yxnIw7CDkS,High,57.5,4,1009.69,252.4225,0.1096817129629629,4.359681712962964,0,100.0,18.17092374887342
bcPFNM83Wm4Q,High,54.2,1,1001.0,1001.0,0.0214699074074074,6.021469907407408,0,100.0,3.429570429570429
t0yO3qFuGYtr,High,63.64,8,989.29,123.66125,0.0142115162037037,5.514211516203703,0,100.0,16.75140757512964
MupiQOdYcPzC,High,57.68,2,975.45,487.725,0.0185879629629629,3.518587962962963,0,100.0,13.120098416115638
DLmM2DglrH5g,High,49.92,2,972.54,486.27,0.3443460648148148,5.844346064814815,0,100.0,12.38612293581755
Poijjq9fTBn6,High,60.1,5,944.0,188.8,0.0257523148148148,7.025752314814815,0,100.0,27.9343220338983
pbjarz6iVadV,High,52.84,5,943.56,188.712,0.3554027777777778,4.155402777777778,0,100.0,9.662342617321634
qc8HaReZKfQJ,High,50.87,4,941.19,235.2975,0.3944618055555555,4.894461805555555,0,100.0,24.26077625134139
3FilZnsiTfK7,High,55.88,4,938.37,234.5925,0.1739670138888888,4.923967013888889,0,100.0,8.528618775110031
Kp3SG9s3TE6K,High,50.97,3,933.39,311.13,0.3426967592592593,6.009363425925926,0,100.0,7.1909919754872025
OJup3lM1xXRR,High,54.85,4,933.37,233.3425,0.220396412037037,5.2203964120370365,0,100.0,17.335033266550244
5FAQ2DFjXxv9,High,63.27,7,927.28,132.46857142857144,0.0124074074074074,6.440978835978835,0,100.0,24.020791993788286
KFJGwhHx3FJX,High,48.4,3,909.12,303.04,0.4524382716049382,5.1191049382716045,0,100.0,14.486536430834215
FcSUChvnaTB8,High,60.21,2,907.4,453.7,0.0095949074074074,7.009594907407408,0,100.0,13.738152964513997
EbDXxSMF3Rd4,High,58.23,2,904.36,452.18,0.0135069444444444,5.013506944444444,0,100.0,15.15768056968464
nP6SajyOktoO,High,56.53,2,892.97,446.485,0.0248784722222222,4.024878472222222,0,100.0,9.20859603346137
9j92elkDUCoM,High,52.32,3,885.75,295.25,0.2730787037037037,5.606412037037036,0,100.0,11.971775331639854
SrZedayg2sUq,High,64.46,4,880.48,220.12,0.0069212962962962,4.506921296296296,0,100.0,15.144012356896239
Cmn6QwNABcMn,High,58.09,1,879.99,879.99,0.0080555555555555,4.008055555555556,0,100.0,5.846657348378959
Ju0m9Y6pHobn,High,54.68,1,879.99,879.99,0.0141666666666666,3.0141666666666667,0,100.0,6.2773440607279625
3vZoB6iuhao2,High,53.49,1,849.5,849.5,0.019224537037037,3.019224537037037,0,100.0,0.7357268981753973
IjHVuwhXeBDh,High,55.53,1,849.5,849.5,0.0112962962962962,4.011296296296297,0,100.0,4.9252501471453805
Iv204Evxrckp,High,58.11,1,849.5,849.5,0.0078472222222222,6.007847222222222,0,100.0,4.462625073572689
WbcUgq3qr5qe,High,58.21,1,849.5,849.5,0.0076736111111111,6.007673611111112,0,100.0,4.462625073572689
3U2zqY4uiEc2,High,51.98,1,849.0,849.0,0.0468402777777777,3.0468402777777777,0,100.0,6.075382803297997
WDkzPa2BlWtS,High,53.33,1,849.0,849.0,0.0204166666666666,6.020416666666667,0,100.0,12.421672555948174
SoxXnmT4dyoq,High,52.43,2,839.8,419.9,0.2025,5.202500000000001,0,100.0,12.723267444629673
